# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),B_anisx (T),B_anisy (T),B_anisz (T),B_demagx (T),B_demagy (T),B_demagz (T),B_effx (T),B_effy (T),B_effz (T),B_exchx (T),B_exchy (T),B_exchz (T),B_customx (T),B_customy (T),B_customz (T),E_anis (J),E_demag (J),E_exch (J),E_total (J),E_Zeeman (J),E_mel (J),E_custom (J),Edens_anis (J/m3),Edens_custom (J/m3),Edens_demag (J/m3),Edens_exch (J/m3),Edens_mel (J/m3),Edens_total (J/m3),Edens_Zeeman (J/m3),ExchCoupling (arb.),F_melx (N/m3),F_mely (N/m3),F_melz (N/m3),Edens_mel (J/m3),ExchCoupling (arb.)
8.29,0.7529665,0.009765229,0.001413942,0,0,0,0,0,1.77E-06,-0.032606587,-5.85E-04,-0.001243542,-0.032606587,-5.85E-04,-0.001241775,7.45E-11,4.66E-11,3.26E-11,0,0,0,-1.75E-23,5.66E-18,1.13E-18,6.79E-18,0.00E+00,0,0,-0.04363085,0,14149.983,2826.9326,0,16976.873,0,7.80E-11,0,0,0,0,7.80E-11
8.3,0.7548374,0.007862594,0.002124759,0,0,0,0,0,2.66E-06,-0.032820653,-4.04E-04,-0.001811707,-0.032820653,-4.04E-04,-0.001809051,0.00E+00,-6.05E-11,3.49E-11,0,0,0,-1.92E-23,5.66E-18,1.13E-18,6.79E-18,0.00E+00,0,0,-0.04798102,0,14160.372,2816.195,0,16976.52,0,7.80E-11,0,0,0,0,7.80E-11
8.31,0.75751776,0.005366446,0.002476159,0,0,0,0,0,3.10E-06,-0.03311914,-2.03E-04,-0.00212383,-0.03311914,-2.03E-04,-0.002120735,0.00E+00,6.52E-11,-2.79E-11,0,0,0,-1.92E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.047950875,0,14188.68,2787.4946,0,16976.129,0,7.80E-11,0,0,0,0,7.80E-11
8.32,0.7600341,0.002891664,0.002463375,0,0,0,0,0,3.08E-06,-0.033376653,-5.10E-05,-0.002160145,-0.033376656,-5.10E-05,-0.002157066,3.73E-11,-6.05E-11,9.31E-12,0,0,0,-1.83E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.045686707,0,14224.19,2751.632,0,16975.775,0,7.80E-11,0,0,0,0,7.80E-11
8.33,0.76214236,4.20E-04,0.002260989,0,0,0,0,0,2.83E-06,-0.033545874,6.73E-05,-0.002030682,-0.03354588,6.73E-05,-0.002027856,3.73E-11,-2.33E-12,3.73E-11,0,0,0,-1.87E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.046787724,0,14257.169,2718.2783,0,16975.4,0,7.80E-11,0,0,0,0,7.80E-11
8.34,0.7636822,-0.002115388,0.001969201,0,0,0,0,0,2.46E-06,-0.033593725,1.74E-04,-0.001796161,-0.033593725,1.74E-04,-0.0017937,7.45E-11,-4.19E-11,3.26E-11,0,0,0,-1.98E-23,5.71E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.04945889,0,14277.495,2697.5044,0,16974.951,0,7.80E-11,0,0,0,0,7.80E-11
8.35,0.7644141,-0.00422628,0.001691723,0,0,0,0,0,2.11E-06,-0.03353427,2.55E-04,-0.001544896,-0.033534274,2.55E-04,-0.001542782,-3.73E-11,-3.73E-11,1.40E-11,0,0,0,-1.84E-23,5.71E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.046111826,0,14278.536,2696.0679,0,16974.56,0,7.80E-11,0,0,0,0,7.80E-11
8.36,0.7647116,-0.006181142,0.001377192,0,0,0,0,0,1.72E-06,-0.03342466,3.14E-04,-0.001243652,-0.03342466,3.14E-04,-0.00124193,-1.86E-11,5.12E-11,-7.45E-11,0,0,0,-1.56E-23,5.71E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.03887945,0,14266.78,2707.492,0,16974.23,0,7.80E-11,0,0,0,0,7.80E-11
8.37,0.7648239,-0.007633622,0.001038982,0,0,0,0,0,1.30E-06,-0.033349577,3.48E-04,-0.000920001,-0.033349577,3.48E-04,-0.000918702,0.00E+00,-3.49E-11,-2.33E-11,0,0,0,-1.54E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.038527124,0,14254.289,2719.7324,0,16973.98,0,7.80E-11,0,0,0,0,7.80E-11
8.38,0.7649527,-0.00880233,0.000580728,0,0,0,0,0,7.26E-07,-0.033349644,3.88E-04,-0.000506458,-0.033349648,3.88E-04,-0.000505733,1.86E-11,-4.66E-12,6.98E-11,0,0,0,-1.75E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.043790374,0,14248.449,2725.2607,0,16973.664,0,7.80E-11,0,0,0,0,7.80E-11
8.39,0.7650272,-0.009486345,8.13E-05,0,0,0,0,0,1.02E-07,-0.03342414,4.34E-04,-8.90E-05,-0.033424143,4.34E-04,-8.89E-05,-1.49E-10,-5.12E-11,-6.05E-11,0,0,0,-1.81E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.0452397,0,14252.031,2721.3374,0,16973.324,0,7.80E-11,0,0,0,0,7.80E-11
8.4,0.76483,-0.009750229,-0.000459468,0,0,0,0,0,-5.74E-07,-0.033523355,4.66E-04,0.000338747,-0.03352335,4.66E-04,0.000338173,3.73E-11,9.31E-12,-5.59E-11,0,0,0,-1.60E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.03989343,0,14259.244,2713.7947,0,16972.998,0,7.80E-11,0,0,0,0,7.80E-11
8.41,0.7641548,-0.009502815,-8.54E-04,0,0,0,0,0,-1.07E-06,-0.03355889,4.46E-04,6.51E-04,-0.03355889,4.46E-04,6.50E-04,-3.73E-11,1.63E-11,-4.66E-11,0,0,0,-1.42E-23,5.70E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.035562437,0,14260.4,2712.4116,0,16972.775,0,7.80E-11,0,0,0,0,7.80E-11
8.42,0.76273954,-0.00869686,-1.08E-03,0,0,0,0,0,-1.36E-06,-0.03348639,3.68E-04,8.61E-04,-0.03348639,3.68E-04,8.60E-04,3.73E-11,-3.26E-11,-4.19E-11,0,0,0,-1.59E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.039666098,0,14249.845,2722.7258,0,16972.533,0,7.80E-11,0,0,0,0,7.80E-11
8.43,0.76087046,-0.007534946,-0.001105001,0,0,0,0,0,-1.38E-06,-0.033321973,2.71E-04,0.0009344,-0.033321977,2.71E-04,0.000933019,-1.86E-11,-2.33E-11,2.33E-11,0,0,0,-1.84E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.046074353,0,14229.713,2742.5483,0,16972.213,0,7.80E-11,0,0,0,0,7.80E-11
8.44,0.75858516,-0.006004121,-0.000981314,0,0,0,0,0,-1.23E-06,-0.03309455,1.74E-04,0.000904291,-0.033094548,1.74E-04,0.000903064,0.00E+00,-1.63E-11,-1.86E-11,0,0,0,-1.83E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.04567031,0,14204.392,2767.4785,0,16971.824,0,7.80E-11,0,0,0,0,7.80E-11
8.45,0.75671196,-0.004532583,-0.000817933,0,0,0,0,0,-1.02E-06,-0.032911226,1.15E-04,0.000820214,-0.032911222,1.15E-04,0.000819192,0.00E+00,3.73E-11,6.52E-11,0,0,0,-1.62E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.040506992,0,14188.637,2782.9211,0,16971.516,0,7.80E-11,0,0,0,0,7.80E-11
8.46,0.7554136,-0.003019271,-0.00068651,0,0,0,0,0,-8.58E-07,-0.03281103,9.86E-05,0.000749228,-0.03281103,9.86E-05,0.00074837,7.45E-11,8.38E-11,-4.66E-11,0,0,0,-1.54E-23,5.67E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.038576394,0,14185.985,2785.2888,0,16971.234,0,7.80E-11,0,0,0,0,7.80E-11
8.47,0.75507855,-0.001692868,-0.000696576,0,0,0,0,0,-8.71E-07,-0.03283429,1.20E-04,0.000778723,-0.03283429,1.20E-04,0.000777853,-3.73E-11,3.73E-11,-9.31E-12,0,0,0,-1.60E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.039980035,0,14191.35,2779.66,0,16970.969,0,7.80E-11,0,0,0,0,7.80E-11
8.48,0.7554998,-3.10E-04,-0.000890078,0,0,0,0,0,-1.11E-06,-0.032941822,1.40E-04,0.000935815,-0.032941822,1.40E-04,0.000934702,5.59E-11,-3.73E-11,9.78E-11,0,0,0,-1.63E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.04083466,0,14195.155,2775.586,0,16970.7,0,7.80E-11,0,0,0,0,7.80E-11
8.49,0.75652534,0.001421798,-0.001271917,0,0,0,0,0,-1.59E-06,-0.03308586,1.03E-04,0.001213702,-0.03308586,1.03E-04,0.001212112,7.45E-11,9.31E-12,-8.38E-11,0,0,0,-1.64E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.040892676,0,14193.509,2776.9563,0,16970.424,0,7.80E-11,0,0,0,0,7.80E-11
8.5,0.7576722,0.003292978,-0.001638276,0,0,0,0,0,-2.05E-06,-0.03318959,-1.26E-05,0.001464414,-0.03318959,-1.26E-05,0.001462366,-3.73E-11,-1.86E-11,-1.86E-11,0,0,0,-1.62E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.040524863,0,14190.46,2779.752,0,16970.17,0,7.80E-11,0,0,0,0,7.80E-11
8.51,0.7588367,0.005472758,-0.00182878,0,0,0,0,0,-2.29E-06,-0.033238016,-1.99E-04,0.001574898,-0.033238016,-1.99E-04,0.001572612,0.00E+00,-2.79E-11,0.00E+00,0,0,0,-1.60E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.039978947,0,14192.705,2777.2295,0,16969.893,0,7.80E-11,0,0,0,0,7.80E-11
8.52,0.75971276,0.007342351,-0.00167411,0,0,0,0,0,-2.09E-06,-0.033226743,-3.75E-04,0.001425,-0.033226743,-3.75E-04,0.001422907,-5.59E-11,-3.26E-11,1.86E-11,0,0,0,-1.62E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.040445384,0,14204.611,2765.059,0,16969.629,0,7.80E-11,0,0,0,0,7.80E-11
8.53,0.76046216,0.008850365,-0.001149081,0,0,0,0,0,-1.44E-06,-0.033192955,-5.14E-04,0.000980435,-0.033192955,-5.14E-04,0.000978998,0.00E+00,-6.05E-11,2.33E-12,0,0,0,-1.59E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.039858617,0,14227.192,2742.2002,0,16969.352,0,7.80E-11,0,0,0,0,7.80E-11
8.54,0.76107734,0.009518411,-4.66E-04,0,0,0,0,0,-5.82E-07,-0.033182647,-5.73E-04,4.02E-04,-0.033182647,-5.73E-04,4.01E-04,3.73E-11,2.33E-11,-6.52E-11,0,0,0,-1.53E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.038288873,0,14249.742,2719.4219,0,16969.127,0,7.80E-11,0,0,0,0,7.80E-11
8.55,0.76179796,0.009370346,0.000284656,0,0,0,0,0,3.56E-07,-0.033215698,-5.57E-04,-0.000239122,-0.03321569,-5.57E-04,-0.000238767,1.12E-10,2.33E-12,4.19E-11,0,0,0,-1.57E-23,5.71E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.03933603,0,14266.29,2702.6606,0,16968.912,0,7.80E-11,0,0,0,0,7.80E-11
8.56,0.76257044,0.008546185,0.000823406,0,0,0,0,0,1.03E-06,-0.033281244,-4.72E-04,-0.000701646,-0.033281244,-4.72E-04,-0.000700617,5.59E-11,4.89E-11,-9.31E-12,0,0,0,-1.64E-23,5.71E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.040897563,0,14267.763,2700.979,0,16968.7,0,7.80E-11,0,0,0,0,7.80E-11
8.57,0.7634794,0.007201067,0.001131282,0,0,0,0,0,1.41E-06,-0.03336671,-3.28E-04,-0.000978465,-0.03336671,-3.28E-04,-0.000977051,-7.45E-11,0.00E+00,-4.19E-11,0,0,0,-1.56E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.038903955,0,14253.166,2715.3347,0,16968.463,0,7.80E-11,0,0,0,0,7.80E-11
8.58,0.7642705,0.005837809,0.001162811,0,0,0,0,0,1.45E-06,-0.033441205,-1.95E-04,-0.001040717,-0.0334412,-1.95E-04,-0.001039263,-1.86E-11,-5.59E-11,-8.38E-11,0,0,0,-1.44E-23,5.69E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.035892364,0,14233.674,2734.627,0,16968.266,0,7.80E-11,0,0,0,0,7.80E-11
8.59,0.76489097,0.004465908,0.001050082,0,0,0,0,0,1.31E-06,-0.033514574,-1.03E-04,-0.000993582,-0.033514578,-1.03E-04,-0.000992269,1.86E-11,1.16E-11,-9.31E-12,0,0,0,-1.42E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.035515804,0,14222.451,2745.6497,0,16968.068,0,7.80E-11,0,0,0,0,7.80E-11
8.6,0.76504815,0.003358857,9.74E-04,0,0,0,0,0,1.22E-06,-0.03357232,-7.96E-05,-0.000954939,-0.03357232,-7.96E-05,-0.000953722,7.45E-11,3.73E-11,3.26E-11,0,0,0,-1.53E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.03816278,0,14228.54,2739.3574,0,16967.861,0,7.80E-11,0,0,0,0,7.80E-11
8.61,0.76463425,0.002319203,0.001029286,0,0,0,0,0,1.29E-06,-0.033599805,-9.27E-05,-0.000995975,-0.033599805,-9.27E-05,-0.000994688,0.00E+00,1.86E-11,3.26E-11,0,0,0,-1.62E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.040611606,0,14244.171,2723.4888,0,16967.62,0,7.80E-11,0,0,0,0,7.80E-11
8.62,0.7634561,0.001075843,0.001233388,0,0,0,0,0,1.54E-06,-0.03355788,-9.99E-05,-0.001136531,-0.033557884,-9.99E-05,-0.001134989,3.73E-11,3.73E-11,2.33E-11,0,0,0,-1.57E-23,5.70E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.039193526,0,14256.867,2710.536,0,16967.363,0,7.80E-11,0,0,0,0,7.80E-11
8.63,0.76178825,-0.000331598,0.001459561,0,0,0,0,0,1.82E-06,-0.033427257,-5.70E-05,-0.001288755,-0.033427257,-5.70E-05,-0.001286931,9.31E-11,9.31E-12,2.33E-11,0,0,0,-1.50E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.037562333,0,14254.112,2713.0847,0,16967.16,0,7.80E-11,0,0,0,0,7.80E-11
8.64,0.75965226,-0.002153123,0.001592514,0,0,0,0,0,1.99E-06,-0.03320068,6.39E-05,-0.001366035,-0.033200677,6.39E-05,-0.001364045,-3.73E-11,-1.16E-11,0.00E+00,0,0,0,-1.61E-23,5.69E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.040232576,0,14234.01,2732.9658,0,16966.936,0,7.80E-11,0,0,0,0,7.80E-11
8.65,0.7577553,-0.003952291,0.001497107,0,0,0,0,0,1.87E-06,-0.03297402,2.16E-04,-0.001277351,-0.03297402,2.16E-04,-0.001275479,3.73E-11,-9.31E-12,3.73E-11,0,0,0,-1.63E-23,5.68E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.040745888,0,14206.942,2759.801,0,16966.701,0,7.80E-11,0,0,0,0,7.80E-11
8.66,0.7562144,-0.005745207,0.001123597,0,0,0,0,0,1.40E-06,-0.0327959,3.56E-04,-0.000987644,-0.032795895,3.56E-04,-0.000986239,-5.59E-11,0.00E+00,3.73E-11,0,0,0,-1.42E-23,5.67E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.035383716,0,14181.179,2785.3237,0,16966.469,0,7.80E-11,0,0,0,0,7.80E-11
8.67,0.7555496,-0.007021631,0.000607371,0,0,0,0,0,7.59E-07,-0.032747816,4.10E-04,-0.000592533,-0.03274781,4.10E-04,-0.000591774,-3.73E-11,-4.89E-11,-4.66E-12,0,0,0,-1.30E-23,5.67E-18,1.12E-18,6.79E-18,0.00E+00,0,0,-0.032382753,0,14171.219,2795.1194,0,16966.305,0,7.80E-11,0,0,0,0,7.80E-11
8.68,0.7557187,-0.007861746,3.21E-05,0,0,0,0,0,4.02E-08,-0.03283135,3.86E-04,-0.000135487,-0.03283135,3.86E-04,-0.000135446,-3.73E-11,1.00E-10,-9.31E-12,0,0,0,-1.42E-23,5.67E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.035379253,0,14179.881,2786.2993,0,16966.145,0,7.80E-11,0,0,0,0,7.80E-11
8.69,0.75651693,-0.008139876,-0.000366283,0,0,0,0,0,-4.58E-07,-0.032992173,3.27E-04,0.000215564,-0.032992173,3.27E-04,0.000215106,3.73E-11,-2.56E-11,4.66E-11,0,0,0,-1.52E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.037927818,0,14199.772,2766.2334,0,16965.969,0,7.80E-11,0,0,0,0,7.80E-11
8.7,0.7576262,-0.008005669,-5.78E-04,0,0,0,0,0,-7.22E-07,-0.033164777,2.80E-04,4.49E-04,-0.033164773,2.80E-04,4.48E-04,0.00E+00,4.42E-11,2.79E-11,0,0,0,-1.46E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.036457088,0,14219.26,2746.5618,0,16965.785,0,7.80E-11,0,0,0,0,7.80E-11
8.71,0.75884074,-0.007473026,-6.41E-04,0,0,0,0,0,-8.01E-07,-0.033296246,2.61E-04,5.77E-04,-0.03329625,2.61E-04,5.77E-04,1.86E-11,6.29E-11,-3.26E-11,0,0,0,-1.35E-23,5.69E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.0338238,0,14229.42,2736.2266,0,16965.615,0,7.80E-11,0,0,0,0,7.80E-11
8.72,0.75977737,-0.006665068,-6.38E-04,0,0,0,0,0,-7.98E-07,-0.033338334,2.61E-04,6.35E-04,-0.033338338,2.61E-04,6.35E-04,1.86E-11,3.73E-11,5.59E-11,0,0,0,-1.35E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.03370012,0,14226.108,2739.394,0,16965.467,0,7.80E-11,0,0,0,0,7.80E-11
8.73,0.7605481,-0.005452037,-0.000666519,0,0,0,0,0,-8.33E-07,-0.033314165,2.58E-04,0.000704015,-0.033314165,2.58E-04,0.000703182,3.73E-11,-9.31E-11,-6.52E-11,0,0,0,-1.43E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.035818383,0,14213.59,2751.732,0,16965.287,0,7.80E-11,0,0,0,0,7.80E-11
8.74,0.7611147,-0.004026784,-0.000774959,0,0,0,0,0,-9.69E-07,-0.033270832,2.31E-04,0.000807678,-0.033270832,2.31E-04,0.000806709,0.00E+00,-8.85E-11,-1.40E-11,0,0,0,-1.52E-23,5.68E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.037903227,0,14203.0625,2762.0605,0,16965.084,0,7.80E-11,0,0,0,0,7.80E-11
8.75,0.76169497,-0.002225862,-0.000978611,0,0,0,0,0,-1.22E-06,-0.03324941,1.63E-04,0.000952592,-0.033249415,1.63E-04,0.000951369,-7.45E-11,2.79E-11,-2.33E-11,0,0,0,-1.51E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.03770342,0,14202.267,2762.6218,0,16964.85,0,7.80E-11,0,0,0,0,7.80E-11
8.76,0.76225656,-0.000471434,-0.001179215,0,0,0,0,0,-1.47E-06,-0.03327136,6.70E-05,0.001070608,-0.03327136,6.70E-05,0.001069135,-7.45E-11,9.31E-12,2.79E-11,0,0,0,-1.43E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.03576792,0,14214.142,2750.5498,0,16964.654,0,7.80E-11,0,0,0,0,7.80E-11
8.77,0.76285625,0.00132744,-0.001297489,0,0,0,0,0,-1.62E-06,-0.03332281,-5.05E-05,0.00111955,-0.03332281,-5.05E-05,0.001117928,0.00E+00,2.33E-11,4.19E-11,0,0,0,-1.37E-23,5.69E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.034318056,0,14235.532,2728.9802,0,16964.479,0,7.80E-11,0,0,0,0,7.80E-11
8.78,0.7633098,2.75E-03,-0.001245992,0,0,0,0,0,-1.56E-06,-0.033361387,-1.44E-04,0.001061207,-0.03336139,-1.44E-04,0.00105965,-5.59E-11,-8.85E-11,3.73E-11,0,0,0,-1.35E-23,5.70E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.033736527,0,14253.291,2711.0793,0,16964.336,0,7.80E-11,0,0,0,0,7.80E-11
8.79,0.7635878,0.003871487,-0.001052489,0,0,0,0,0,-1.32E-06,-0.033373035,-2.05E-04,0.000916518,-0.033373035,-2.05E-04,0.000915203,2.79E-11,-3.96E-11,-4.19E-11,0,0,0,-1.34E-23,5.70E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.03359107,0,14261.657,2702.578,0,16964.201,0,7.80E-11,0,0,0,0,7.80E-11
8.8,0.76365066,0.004766168,-0.000774798,0,0,0,0,0,-9.68E-07,-0.033369713,-2.37E-04,0.000716311,-0.03336971,-2.37E-04,0.000715343,3.73E-11,9.55E-11,-9.31E-12,0,0,0,-1.37E-23,5.70E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.034325264,0,14259.892,2704.1895,0,16964.045,0,7.80E-11,0,0,0,0,7.80E-11
8.81,0.7634808,0.005353623,-0.000549466,0,0,0,0,0,-6.87E-07,-0.033376586,-2.47E-04,0.000546734,-0.033376586,-2.47E-04,0.000546047,-7.45E-11,6.05E-11,2.79E-11,0,0,0,-1.41E-23,5.70E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.035276446,0,14253.469,2710.4546,0,16963.887,0,7.80E-11,0,0,0,0,7.80E-11
8.82,0.76303095,0.005817598,-0.000384245,0,0,0,0,0,-4.80E-07,-0.033402193,-2.50E-04,0.000408986,-0.033402193,-2.50E-04,0.000408506,3.73E-11,4.66E-11,1.40E-11,0,0,0,-1.42E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.035516597,0,14246.93,2716.82,0,16963.713,0,7.80E-11,0,0,0,0,7.80E-11
8.83,0.7623261,0.006146175,-0.000283058,0,0,0,0,0,-3.54E-07,-0.03342197,-2.50E-04,0.000305927,-0.03342197,-2.50E-04,0.000305573,1.30E-10,-5.12E-11,1.40E-11,0,0,0,-1.39E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.034855,0,14241.44,2722.1477,0,16963.555,0,7.80E-11,0,0,0,0,7.80E-11
8.84,0.76130503,0.00638388,-0.000183573,0,0,0,0,0,-2.29E-07,-0.033404008,-2.54E-04,1.81E-04,-0.033404008,-2.54E-04,1.80E-04,9.31E-12,7.45E-11,1.86E-11,0,0,0,-1.33E-23,5.69E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.03326739,0,14231.603,2731.8394,0,16963.408,0,7.80E-11,0,0,0,0,7.80E-11
8.85,0.7598845,0.006468439,-1.92E-05,0,0,0,0,0,-2.39E-08,-0.033313084,-2.75E-04,-2.52E-05,-0.033313084,-2.75E-04,-2.52E-05,0.00E+00,0.00E+00,-1.86E-11,0,0,0,-1.29E-23,5.68E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.032326486,0,14211.585,2751.7202,0,16963.273,0,7.80E-11,0,0,0,0,7.80E-11
8.86,0.75844973,0.006283104,2.31E-04,0,0,0,0,0,2.89E-07,-0.03316856,-3.07E-04,-2.93E-04,-0.033168565,-3.07E-04,-2.93E-04,1.12E-10,7.92E-11,1.40E-11,0,0,0,-1.34E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.033515006,0,14188.289,2774.9,0,16963.154,0,7.80E-11,0,0,0,0,7.80E-11
8.87,0.7570567,0.005697364,6.21E-04,0,0,0,0,0,7.76E-07,-0.03299532,-3.31E-04,-6.47E-04,-0.03299532,-3.31E-04,-6.46E-04,0.00E+00,-7.68E-11,5.59E-11,0,0,0,-1.39E-23,5.67E-18,1.12E-18,6.79E-18,0.00E+00,0,0,-0.03470405,0,14169.313,2793.7356,0,16963.014,0,7.80E-11,0,0,0,0,7.80E-11
8.88,0.7561948,0.004763835,0.001042144,0,0,0,0,0,1.30E-06,-0.032879997,-3.15E-04,-9.85E-04,-0.032879997,-3.15E-04,-9.83E-04,-9.31E-12,-9.31E-12,-1.40E-11,0,0,0,-1.37E-23,5.67E-18,1.12E-18,6.79E-18,0.00E+00,0,0,-0.034168195,0,14165.965,2796.9463,0,16962.879,0,7.80E-11,0,0,0,0,7.80E-11
8.89,0.75592214,0.0033558,0.001451157,0,0,0,0,0,1.81E-06,-0.032846704,-2.39E-04,-0.001289382,-0.032846704,-2.39E-04,-0.001287568,-1.12E-10,-2.10E-11,-1.86E-11,0,0,0,-1.36E-23,5.67E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.03397019,0,14178.019,2784.7478,0,16962.73,0,7.80E-11,0,0,0,0,7.80E-11
8.9,0.7563079,0.001774934,0.001674617,0,0,0,0,0,2.09E-06,-0.032900304,-1.23E-04,-0.001445479,-0.032900307,-1.23E-04,-0.001443386,3.73E-11,8.38E-11,-2.79E-11,0,0,0,-1.38E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.03462105,0,14197.004,2765.6252,0,16962.596,0,7.80E-11,0,0,0,0,7.80E-11
8.91,0.7571959,5.51E-05,0.001679275,0,0,0,0,0,2.10E-06,-0.03300744,1.51E-05,-0.001434169,-0.033007436,1.51E-05,-0.00143207,-3.73E-11,-5.59E-11,-9.31E-12,0,0,0,-1.35E-23,5.69E-18,1.10E-18,6.78E-18,0.00E+00,0,0,-0.033837147,0,14216.039,2746.4568,0,16962.46,0,7.80E-11,0,0,0,0,7.80E-11
8.92,0.7585131,-0.001774877,0.001423031,0,0,0,0,0,1.78E-06,-0.033141807,1.59E-04,-0.001225263,-0.033141807,1.59E-04,-0.001223484,1.86E-11,-2.56E-11,-3.26E-11,0,0,0,-1.30E-23,5.69E-18,1.09E-18,6.78E-18,0.00E+00,0,0,-0.032489732,0,14230.942,2731.426,0,16962.336,0,7.80E-11,0,0,0,0,7.80E-11
8.93,0.75984925,-3.26E-03,0.000997866,0,0,0,0,0,1.25E-06,-0.03324775,2.60E-04,-0.000893291,-0.03324775,2.60E-04,-0.000892043,0.00E+00,-2.79E-11,4.66E-12,0,0,0,-1.34E-23,5.69E-18,1.09E-18,6.78E-18,0.00E+00,0,0,-0.033483278,0,14236.01,2726.2415,0,16962.219,0,7.80E-11,0,0,0,0,7.80E-11
8.94,0.7612272,-0.004494316,0.000459626,0,0,0,0,0,5.75E-07,-0.0333229,3.14E-04,-0.000477852,-0.0333229,3.14E-04,-0.000477278,5.59E-11,1.40E-11,-2.33E-11,0,0,0,-1.42E-23,5.69E-18,1.09E-18,6.78E-18,0.00E+00,0,0,-0.035526954,0,14230.544,2731.56,0,16962.066,0,7.80E-11,0,0,0,0,7.80E-11
8.95,0.76231,-0.005249991,3.63E-05,0,0,0,0,0,4.54E-08,-0.033360988,3.11E-04,-0.000143742,-0.033360988,3.11E-04,-0.000143696,0.00E+00,-2.33E-12,-2.79E-11,0,0,0,-1.40E-23,5.69E-18,1.10E-18,6.78E-18,0.00E+00,0,0,-0.035054587,0,14219.37,2742.5818,0,16961.918,0,7.80E-11,0,0,0,0,7.80E-11
